
 num     #instances         #bytes  class name
1623:             4            128  org.springframework.util.AntPathMatcher
1624:             2            128  java.awt.Font
1625:             4            128  java.io.BufferedInputStream
1626:             4            128  java.lang.OutOfMemoryError
1627:             4            128  java.text.MessageFormat
1628:             2            128  ch.qos.logback.core.rolling.DefaultTimeBasedFileNamingAndTriggeringPolicy
1629:             1            128  org.apache.catalina.valves.AccessLogValve
1630:             8            128  org.aspectj.bridge.IMessage$Kind
1631:             4            128  org.springframework.http.converter.StringHttpMessageConverter
1632:             2            128  ch.qos.logback.core.rolling.DefaultTimeBasedFileNamingAndTriggeringPolicy
1633:             8            128  [Lorg.apache.tomcat.util.descriptor.web.SecurityCollection;
1634:             8            128  org.springframework.web.bind.annotation.RequestMethod
1635:             4            128  sun.nio.fs.UnixPath
1636:             8            128  org.springframework.web.util.UrlPathHelper
1637:             4            128  org.hibernate.loader.plan.build.internal.returns.CollectionReturnImpl
1638:             4            128  java.io.CharArrayWriter
1639:             4            128  org.springframework.util.PropertyPlaceholderHelper
1640:             8            128  javax.crypto.CryptoPermissionCollection
1641:             8            128  com.sun.proxy.$Proxy3
1642:             8            128  com.skyline.action.RateAction$$FastClassBySpringCGLIB$$46514ac8
1643:             8            128  java.lang.annotation.ElementType
1644:             1            128  org.hibernate.cfg.Settings
1645:             8            128  [Lorg.aspectj.weaver.tools.PointcutParameter;
1646:             8            128  java.util.regex.Pattern$CharPropertyNames$3
1647:             5            120  org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$AggregatedClassLoader$1
1648:             3            120  org.hibernate.loader.ColumnEntityAliases
1649:             5            120  sun.security.ssl.SignatureAndHashAlgorithm$SignatureAlgorithm
1650:            15            120  org.springframework.core.convert.support.ObjectToStringConverter
1651:             5            120  org.hibernate.FlushMode
1652:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
1653:             5            120  org.hibernate.CacheMode
1654:             5            120  org.hibernate.dialect.function.SQLFunctionTemplate
1655:             5            120  com.sun.org.apache.xerces.internal.impl.xs.traversers.LargeContainer
1656:             5            120  org.hibernate.dialect.function.TemplateRenderer
1657:             5            120  org.springframework.core.env.PropertySource$StubPropertySource
1658:             3            120  org.aspectj.weaver.TypeVariable
1659:             3            120  java.util.StringTokenizer
1660:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
1661:             1            120  org.apache.catalina.core.StandardEngine
1662:             5            120  java.util.ServiceLoader
1663:             5            120  org.eclipse.jdt.internal.compiler.parser.Scanner$Goal
1664:             5            120  java.sql.SQLPermission
1665:             5            120  org.hibernate.FlushMode
1666:             5            120  org.hibernate.sql.JoinType
1667:             5            120  org.hibernate.CacheMode
1668:             3            120  org.apache.catalina.util.Extension
1669:             5            120  org.hibernate.sql.JoinType
1670:             5            120  javax.imageio.spi.SubRegistry
1671:             5            120  java.util.AbstractList$Itr
1672:             5            120  sun.security.ssl.CipherSuite$MacAlg
1673:             5            120  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1674:             7            112  sun.security.x509.NetscapeCertTypeExtension$MapEntry
1675:             2            112  org.springframework.expression.spel.support.StandardEvaluationContext
1676:             7            112  org.aspectj.weaver.UnresolvedType$TypeKind
1677:             7            112  ch.qos.logback.classic.Level
1678:             7            112  com.skyline.action.CustomerAction$$FastClassBySpringCGLIB$$1272ae46
1679:             7            112  ch.qos.logback.classic.Level
1680:             2            112  org.dom4j.tree.ConcurrentReaderHashMap
1681:             7            112  org.hibernate.event.spi.LoadEventListener$LoadType
1682:             1            112  org.apache.catalina.core.StandardServer
1683:             7            112  com.skyline.action.CustomerAction$$EnhancerBySpringCGLIB$$cf849e69$$FastClassBySpringCGLIB$$7ca8cce1
1684:             7            112  javax.mail.Flags$Flag
1685:             2            112  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1686:             7            112  org.hibernate.hql.internal.ast.tree.DotNode$DereferenceType
1687:             7            112  com.sun.org.apache.xerces.internal.util.FeatureState
1688:             7            112  org.aspectj.weaver.tools.DefaultMatchingContext
1689:             7            112  org.aspectj.weaver.World$AspectPrecedenceCalculator
1690:             2            112  java.io.ExpiringCache$1
1691:             7            112  org.aspectj.weaver.UnresolvedType$TypeKind
1692:             1            112  com.zaxxer.hikari.pool.HikariPool
1693:             2            112  org.springframework.core.type.classreading.CachingMetadataReaderFactory$1
1694:             7            112  org.springframework.web.util.UrlPathHelper
1695:             2            112  org.dom4j.tree.ConcurrentReaderHashMap
1696:             2            112  org.hibernate.sql.Select
1697:             7            112  sun.java2d.loops.RenderCache
1698:             2            112  com.skyline.action.RateAction
1699:             7            112  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
1700:             2            112  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1701:             7            112  org.hibernate.hql.internal.ast.tree.DotNode$DereferenceType
1702:             2            112  sun.java2d.loops.RenderLoops
1703:             2            112  [Ljava.security.CryptoPrimitive;
1704:             1            112  org.apache.xmlbeans.impl.schema.SchemaTypeSystemImpl
1705:             7            112  org.hibernate.event.spi.LoadEventListener$LoadType
1706:             2            112  org.hibernate.engine.jdbc.internal.BasicFormatterImpl$FormatProcess
1707:             7            112  java.util.concurrent.Executors$RunnableAdapter
1708:             7            112  com.skyline.action.PowersAction$$FastClassBySpringCGLIB$$c2485ef6
1709:             2            112  org.springframework.expression.spel.support.StandardEvaluationContext
1710:             7            112  org.apache.catalina.valves.AbstractAccessLogValve$StringElement
1711:             2            112  [Ljava.nio.file.StandardOpenOption;
1712:             2            112  org.apache.coyote.RequestGroupInfo
1713:             7            112  org.apache.tomcat.util.net.jsse.openssl.MessageDigest
1714:             1            112  org.springframework.web.servlet.DispatcherServlet
1715:             7            112  com.skyline.action.PowersAction$$EnhancerBySpringCGLIB$$9f746919$$FastClassBySpringCGLIB$$ab77ba18
1716:             7            112  org.springframework.aop.aspectj.AspectJExpressionPointcut$BeanNamePointcutDesignatorHandler
1717:             1            112  org.springframework.web.servlet.DispatcherServlet
1718:             7            112  org.apache.tomcat.util.net.jsse.openssl.EncryptionLevel
1719:             1            104  com.mysql.jdbc.AbandonedConnectionCleanupThread
1720:             1            104  org.apache.juli.ClassLoaderLogManager$Cleaner
1721:             1            104  java.lang.ref.Finalizer$FinalizerThread
1722:             1            104  java.awt.image.ComponentColorModel
1723:             1            104  java.util.logging.LogManager$Cleaner
1724:            13            104  org.hibernate.id.IdentityGenerator
1725:             1            104  org.apache.juli.AsyncFileHandler$LoggerThread
1726:             1            104  org.apache.catalina.realm.LockOutRealm
1727:             1            104  com.mysql.jdbc.AbandonedConnectionCleanupThread
1728:             1            104  org.apache.taglibs.standard.tlv.JstlFmtTLV
1729:             1            104  sun.misc.GC$Daemon
1730:             1            104  org.apache.catalina.startup.Catalina$CatalinaShutdownHook
1731:             1            104  java.lang.ref.Reference$ReferenceHandler
1732:             3             96  ch.qos.logback.classic.pattern.LineSeparatorConverter
1733:             1             96  sun.security.ec.ECKeyFactory$1
1734:             1             96  org.springframework.orm.hibernate4.LocalSessionFactoryBean
1735:             6             96  java.util.regex.Pattern$SliceI
1736:             6             96  org.apache.tomcat.util.descriptor.web.SetDenyUncoveredHttpMethodsRule
1737:             2             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1738:             4             96  org.springframework.core.type.filter.AnnotationTypeFilter
1739:             4             96  org.springframework.jndi.JndiLocatorDelegate
1740:             6             96  org.springframework.http.converter.ByteArrayHttpMessageConverter
1741:             4             96  org.hibernate.metamodel.relational.Size$LobMultiplier
1742:             2             96  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader
1743:             2             96  org.springframework.core.env.PropertySourcesPropertyResolver
1744:             3             96  org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment
1745:             1             96  com.sun.crypto.provider.SunJCE
1746:             6             96  org.springframework.jndi.JndiTemplate
1747:             4             96  org.hibernate.loader.plan.exec.internal.CollectionReferenceAliasesImpl
1748:             3             96  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
1749:             3             96  org.hibernate.engine.spi.EntityEntry$BooleanState
1750:             3             96  java.lang.reflect.WeakCache$CacheKey
1751:             4             96  org.springframework.web.servlet.mvc.method.annotation.PathVariableMethodArgumentResolver
1752:             3             96  org.springframework.beans.factory.support.ManagedList
1753:             6             96  org.apache.catalina.core.StandardContext$NoPluggabilityServletContext
1754:             6             96  org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParsePosition
1755:             6             96  sun.java2d.pipe.AAShapePipe
1756:             6             96  org.springframework.http.converter.ResourceHttpMessageConverter
1757:             6             96  java.nio.channels.spi.AbstractSelector$1
1758:             4             96  org.springframework.orm.hibernate4.SpringSessionSynchronization
1759:             4             96  org.hibernate.loader.plan.exec.internal.AbstractCollectionLoadQueryDetails$CollectionLoaderReaderCollectorImpl
1760:             2             96  org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor
1761:             4             96  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMethodArgumentResolver
1762:             6             96  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyAdviceChain
1763:             6             96  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
1764:             3             96  org.apache.poi.hssf.record.HyperlinkRecord$GUID
1765:             1             96  sun.font.AttributeValues
1766:             4             96  org.apache.juli.DateFormatCache
1767:             4             96  java.security.BasicPermissionCollection
1768:             6             96  org.apache.catalina.util.CharsetMapper
1769:             6             96  org.apache.tomcat.util.descriptor.tld.TldParser
1770:             3             96  org.apache.tomcat.util.http.HttpMessages
1771:             2             96  org.apache.tomcat.util.threads.TaskQueue
1772:             4             96  org.hibernate.loader.plan.exec.internal.AbstractCollectionLoadQueryDetails$CollectionLoaderRowReader
1773:             4             96  org.hibernate.engine.OptimisticLockStyle
1774:             1             96  com.sun.security.sasl.Provider
1775:             6             96  org.apache.tomcat.util.descriptor.tld.TldRuleSet
1776:             1             96  org.springframework.web.servlet.view.InternalResourceViewResolver
1777:             6             96  java.awt.datatransfer.MimeTypeParameterList
1778:             6             96  org.openxmlformats.schemas.spreadsheetml.x2006.main.STCellType$Enum
1779:             6             96  sun.misc.PerfCounter
1780:             6             96  org.apache.tomcat.util.descriptor.tld.TldRuleSet$ScriptVariableRule
1781:             2             96  java.lang.Class$ReflectionData
1782:             1             96  org.jcp.xml.dsig.internal.dom.XMLDSigRI
1783:             6             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1784:             1             96  ch.qos.logback.classic.LoggerContext
1785:             2             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1786:             4             96  java.awt.datatransfer.DataFlavor
1787:             6             96  org.springframework.aop.support.MethodMatchers$IntersectionMethodMatcher
1788:             4             96  org.hibernate.cfg.beanvalidation.ValidationMode
1789:             1             96  sun.security.smartcardio.SunPCSC
1790:             6             96  org.apache.tomcat.util.descriptor.tld.TldRuleSet$TagAttributeRule
1791:             3             96  org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter
1792:             4             96  javax.management.StandardEmitterMBean
1793:             4             96  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken
1794:             6             96  org.apache.tomcat.websocket.server.WsFilter
1795:             1             96  ch.qos.logback.classic.LoggerContext
1796:             6             96  org.springframework.aop.support.ComposablePointcut
1797:             6             96  org.jboss.logging.Logger$Level
1798:             6             96  org.hibernate.engine.spi.Status
1799:             4             96  org.hibernate.cache.spi.access.AccessType
1800:             2             96  com.skyline.action.SendMailAction
1801:             3             96  ch.qos.logback.classic.pattern.LevelConverter
1802:             2             96  com.zaxxer.hikari.proxy.ConnectionJavassistProxy
1803:             4             96  org.springframework.core.type.filter.AnnotationTypeFilter
1804:             4             96  org.springframework.core.env.MapPropertySource
1805:             3             96  ch.qos.logback.classic.pattern.ThreadConverter
1806:             2             96  org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor
1807:             4             96  org.springframework.core.env.SystemEnvironmentPropertySource
1808:             6             96  org.apache.tomcat.websocket.server.WsServerContainer$WsThreadFactory
1809:             3             96  ch.qos.logback.classic.pattern.LoggerConverter
1810:             6             96  [Lorg.apache.tomcat.util.descriptor.web.ApplicationParameter;
1811:             1             96  [Lcom.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression;
1812:             4             96  org.eclipse.jdt.internal.compiler.ast.NullAnnotationMatching
1813:             3             96  ch.qos.logback.classic.pattern.MessageConverter
1814:             3             96  ch.qos.logback.classic.pattern.LevelConverter
1815:             3             96  org.aspectj.weaver.internal.tools.PointcutExpressionImpl
1816:             4             96  org.springframework.jndi.JndiPropertySource
1817:             4             96  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
1818:             1             96  org.springframework.web.servlet.view.InternalResourceViewResolver
1819:             6             96  sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl
1820:             3             96  ch.qos.logback.classic.pattern.ThreadConverter
1821:             3             96  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
1822:             6             96  com.zaxxer.hikari.pool.PoolBagEntry$1
1823:             1             96  org.dom4j.io.SAXContentHandler
1824:             4             96  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
1825:             3             96  org.hibernate.engine.query.spi.sql.NativeSQLQueryRootReturn
1826:             6             96  com.skyline.action.RRateAction$$FastClassBySpringCGLIB$$7e18bbf6
1827:             1             96  [Ljava.lang.invoke.MethodType;
1828:             3             96  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1829:             3             96  ch.qos.logback.classic.pattern.LoggerConverter
1830:             4             96  org.hibernate.cfg.beanvalidation.ValidationMode
1831:             3             96  org.apache.poi.hssf.record.HyperlinkRecord$GUID
1832:             3             96  ch.qos.logback.classic.pattern.MessageConverter
1833:             1             96  sun.security.rsa.SunRsaSign
1834:             4             96  org.hibernate.engine.OptimisticLockStyle
1835:             6             96  org.jboss.logging.Logger$Level
1836:             3             96  javax.net.ssl.SSLParameters
1837:             6             96  org.springframework.core.convert.support.CollectionToArrayConverter
1838:             4             96  org.hibernate.loader.collection.plan.CollectionLoader
1839:             6             96  java.util.concurrent.SynchronousQueue$TransferStack
1840:             2             96  javax.management.openmbean.TabularType
1841:             2             96  [Ljava.nio.file.attribute.PosixFilePermission;
1842:             4             96  org.hibernate.engine.jdbc.batch.internal.BasicBatchKey
1843:             6             96  java.lang.Thread$State
1844:             4             96  org.hibernate.loader.collection.plan.CollectionLoader$Builder
1845:             2             96  sun.management.GarbageCollectorImpl
1846:             6             96  org.apache.tomcat.websocket.server.WsSessionListener
1847:             6             96  com.skyline.action.RRateAction$$EnhancerBySpringCGLIB$$35de2619$$FastClassBySpringCGLIB$$f4094f52
1848:             6             96  org.hibernate.engine.spi.Status
1849:             4             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1850:             1             96  sun.security.ssl.SSLSessionImpl
1851:             6             96  org.hibernate.internal.util.collections.ConcurrentReferenceHashMap$Values
1852:             3             96  org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment
1853:             6             96  sun.nio.ch.Util$2
1854:             6             96  org.springframework.aop.config.SimpleBeanFactoryAwareAspectInstanceFactory
1855:             4             96  org.hibernate.cache.spi.access.AccessType
1856:             4             96  com.sun.imageio.plugins.jpeg.ImageTypeProducer
1857:             4             96  javax.el.ExpressionFactory$CacheValue
1858:             2             96  ch.qos.logback.core.rolling.helper.TimeBasedArchiveRemover
1859:             6             96  sun.java2d.pipe.TextRenderer
1860:             6             96  org.springframework.core.convert.support.CollectionToStringConverter
1861:             4             96  org.apache.tomcat.util.descriptor.web.LoginConfig
1862:             6             96  java.util.concurrent.ConcurrentSkipListSet
1863:             6             96  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
1864:             6             96  org.apache.tomcat.util.scan.StandardJarScanner
1865:             4             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
1866:             3             96  org.hibernate.engine.spi.EntityEntry$BooleanState
1867:            12             96  org.apache.el.ExpressionFactoryImpl
1868:             4             96  org.hibernate.metamodel.relational.Size$LobMultiplier
1869:             1             96  sun.security.jca.ProviderList$1
1870:             4             96  org.hibernate.mapping.Table$ForeignKeyKey
1871:             4             96  org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver
1872:             4             96  org.apache.el.parser.AstNotEqual
1873:             1             96  sun.security.ec.SunEC
1874:             6             96  [Lorg.eclipse.jdt.internal.compiler.lookup.ReferenceBinding;
1875:             3             96  [Lorg.aspectj.weaver.patterns.NamePattern;
1876:             6             96  org.springframework.context.support.MessageSourceAccessor
1877:             2             96  org.apache.tomcat.util.net.NioSelectorPool
1878:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1879:             3             96  org.springframework.beans.factory.support.ManagedList
1880:             2             96  ch.qos.logback.core.rolling.helper.TimeBasedArchiveRemover
1881:             3             96  ch.qos.logback.classic.pattern.LineSeparatorConverter
1882:             4             96  org.apache.tomcat.util.net.jsse.openssl.Protocol
1883:             6             96  org.springframework.aop.aspectj.AbstractAspectJAdvice$AdviceExcludingMethodMatcher
1884:             6             96  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint$Operator
1885:             6             96  java.util.regex.Pattern$CharPropertyNames$2
1886:             1             96  com.sun.net.ssl.internal.ssl.Provider
1887:             6             96  org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener
1888:             1             88  sun.awt.X11.XToolkit
1889:             1             88  com.sun.imageio.plugins.bmp.BMPImageReaderSpi
1890:             1             88  com.sun.imageio.plugins.bmp.BMPImageWriterSpi
1891:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi
1892:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi
1893:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1894:             1             88  [Lsun.security.util.ObjectIdentifier;
1895:             1             88  [[Ljava.lang.Byte;
1896:             1             88  com.skyline.action.RateAction$$EnhancerBySpringCGLIB$$e02dc38b
1897:             3             88  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
1898:             1             88  org.apache.catalina.authenticator.FormAuthenticator
1899:             2             88  [Lch.qos.logback.core.rolling.helper.PeriodicityType;
1900:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1901:             2             88  [Lch.qos.logback.core.rolling.helper.PeriodicityType;
1902:             1             88  org.apache.catalina.realm.UserDatabaseRealm
1903:             5             80  org.hibernate.tuple.PropertyFactory$NonIdentifierAttributeNature
1904:             2             80  ch.qos.logback.core.recovery.ResilientFileOutputStream
1905:             1             80  sun.misc.Launcher$AppClassLoader
1906:             1             80  [Lsun.security.ssl.CipherSuite$KeyExchange;
1907:             5             80  javassist.bytecode.stackmap.TypeData$BasicType
1908:             5             80  javassist.bytecode.stackmap.TypeData$BasicType
1909:             5             80  com.sun.proxy.$Proxy18
1910:             1             80  sun.misc.Launcher$ExtClassLoader
1911:             5             80  org.apache.tomcat.util.net.NioBlockingSelector$KeyReference
1912:             5             80  ch.qos.logback.core.subst.Token$Type
1913:             2             80  sun.misc.FloatingDecimal
1914:             5             80  org.springframework.core.convert.support.EnumToStringConverter
1915:             1             80  com.sun.imageio.plugins.gif.GIFImageWriterSpi
1916:             5             80  sun.security.jca.ServiceId
1917:             1             80  org.eclipse.jdt.internal.compiler.lookup.ProblemMethodBinding
1918:             2             80  org.apache.poi.ss.SpreadsheetVersion
1919:             5             80  com.mysql.jdbc.StringUtils$SearchMode
1920:             5             80  org.springframework.core.convert.support.GenericConversionService$Converters
1921:             2             80  [Ljava.lang.ThreadGroup;
1922:             5             80  org.springframework.core.DefaultParameterNameDiscoverer
1923:             2             80  javax.activation.ActivationDataFlavor
1924:             5             80  org.hibernate.tuple.PropertyFactory$NonIdentifierAttributeNature
1925:             2             80  org.hibernate.type.descriptor.java.BooleanTypeDescriptor
1926:             1             80  com.skyline.action.SendMailAction$$EnhancerBySpringCGLIB$$79a5d6ea
1927:             5             80  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
1928:             5             80  org.springframework.core.convert.support.ArrayToCollectionConverter
1929:             5             80  org.springframework.core.LocalVariableTableParameterNameDiscoverer
1930:             5             80  org.springframework.core.convert.support.ArrayToArrayConverter
1931:             5             80  org.springframework.core.convert.support.CollectionToCollectionConverter
1932:             1             80  com.sun.imageio.plugins.png.PNGImageReaderSpi
1933:             5             80  com.sun.org.apache.xerces.internal.util.PropertyState
1934:             5             80  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
1935:             1             80  com.sun.imageio.plugins.png.PNGImageWriterSpi
1936:             5             80  org.springframework.core.convert.support.MapToMapConverter
1937:             5             80  ch.qos.logback.core.subst.Token$Type
1938:             1             80  com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi
1939:             5             80  org.springframework.core.convert.support.ArrayToStringConverter
1940:             5             80  com.mysql.jdbc.StringUtils$SearchMode
1941:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1942:             1             80  org.aspectj.weaver.ResolvedType$Missing
1943:             5             80  com.skyline.action.CRateAction$$FastClassBySpringCGLIB$$c4b242a7
1944:             5             80  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
1945:             5             80  java.util.logging.ErrorManager
1946:             5             80  org.springframework.core.convert.support.StringToArrayConverter
1947:             2             80  sun.nio.cs.US_ASCII$Decoder
1948:             1             80  com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi
1949:             5             80  org.springframework.core.convert.support.ArrayToObjectConverter
1950:             5             80  javax.servlet.DispatcherType
1951:             5             80  org.springframework.core.convert.support.ObjectToArrayConverter
1952:             5             80  org.springframework.core.convert.support.StringToCollectionConverter
1953:            10             80  org.springframework.web.context.request.RequestScope
1954:            10             80  org.apache.jasper.compiler.DefaultErrorHandler
1955:             2             80  org.apache.poi.ss.SpreadsheetVersion
1956:             5             80  org.springframework.core.convert.support.CollectionToObjectConverter
1957:             5             80  org.hibernate.engine.transaction.spi.LocalStatus
1958:             5             80  com.skyline.action.CRateAction$$EnhancerBySpringCGLIB$$914defaa$$FastClassBySpringCGLIB$$d1fe76bb
1959:             1             80  org.apache.catalina.authenticator.NonLoginAuthenticator
1960:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1961:             5             80  org.springframework.core.convert.support.ObjectToCollectionConverter
1962:             2             80  com.skyline.action.CRateAction
1963:             1             80  sun.nio.cs.CharsetMapping
1964:             5             80  org.springframework.core.convert.support.ByteBufferConverter
1965:             2             80  org.hibernate.type.CustomType
1966:             1             80  org.aspectj.weaver.ResolvedType$Missing
1967:             2             80  org.hibernate.internal.SessionFactoryImpl$SessionBuilderImpl
1968:             5             80  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
1969:             5             80  ch.qos.logback.core.util.AggregationType
1970:             2             80  org.hibernate.internal.util.collections.BoundedConcurrentHashMap
1971:             5             80  ch.qos.logback.core.util.AggregationType
1972:             2             80  org.apache.catalina.realm.MessageDigestCredentialHandler
1973:             5             80  org.springframework.web.accept.ContentNegotiationManager
1974:             5             80  org.springframework.core.convert.support.IdToEntityConverter
1975:             1             80  [[D
1976:             1             80  [Ljava.awt.geom.AffineTransform;
1977:             2             80  ch.qos.logback.core.recovery.ResilientFileOutputStream
1978:             5             80  org.hibernate.engine.transaction.spi.LocalStatus
1979:             5             80  javax.imageio.spi.PartiallyOrderedSet
1980:             1             80  com.sun.imageio.plugins.gif.GIFImageReaderSpi
1981:             5             80  org.apache.catalina.valves.AbstractAccessLogValve$FormatType
1982:             2             80  org.hibernate.type.descriptor.java.BooleanTypeDescriptor
1983:             3             72  ch.qos.logback.core.joran.action.AppenderRefAction
1984:             1             72  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1985:             1             72  [Lorg.apache.catalina.valves.AbstractAccessLogValve$AccessLogElement;
1986:             3             72  org.hibernate.engine.spi.EntityEntry$EnumState
1987:             3             72  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSGroupDecl;
1988:             1             72  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1989:             3             72  org.apache.coyote.ErrorState
1990:             3             72  org.apache.poi.ss.formula.eval.NumberEval
1991:             3             72  org.hibernate.loader.custom.RootReturn
1992:             3             72  org.hibernate.engine.spi.ExecuteUpdateResultCheckStyle
1993:             3             72  java.util.Currency
1994:             1             72  [Ljavax.imageio.ImageTypeSpecifier;
1995:             3             72  javax.el.BeanELResolver$ConcurrentCache
1996:             3             72  org.hibernate.engine.jdbc.internal.FormatStyle
1997:             1             72  org.springframework.beans.factory.support.ManagedMap
1998:             3             72  sun.security.x509.SubjectAlternativeNameExtension
1999:             3             72  org.hibernate.engine.spi.ExecuteUpdateResultCheckStyle
2000:             3             72  org.hibernate.dialect.pagination.LegacyLimitHandler
2001:             1             72  org.apache.catalina.core.StandardService
2002:             3             72  ch.qos.logback.core.joran.action.PropertyAction
2003:             1             72  [Lorg.apache.catalina.LifecycleState;
2004:             3             72  org.hibernate.LockOptions
2005:             3             72  ch.qos.logback.core.joran.action.NOPAction
2006:             3             72  sun.security.provider.PolicyFile$PolicyEntry
2007:             1             72  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
2008:             3             72  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
2009:             1             72  [Ljavax.management.openmbean.SimpleType;
2010:             3             72  org.hibernate.engine.query.spi.sql.NativeSQLQuerySpecification
2011:             1             72  org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder
2012:             1             72  org.eclipse.jdt.internal.compiler.lookup.ProblemReferenceBinding
2013:             3             72  org.hibernate.engine.jdbc.internal.FormatStyle
2014:             3             72  ch.qos.logback.core.joran.action.AppenderRefAction
2015:             3             72  org.apache.tomcat.util.http.LegacyCookieProcessor
2016:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
2017:             1             72  java.util.logging.LogManager$RootLogger
2018:             3             72  java.security.SecurityPermission
2019:             1             72  [Ljavax.websocket.CloseReason$CloseCodes;
2020:             3             72  org.hibernate.loader.custom.sql.SQLCustomQuery
2021:             1             72  org.springframework.aop.aspectj.AspectJMethodBeforeAdvice
2022:             3             72  org.apache.poi.ss.formula.eval.NumberEval
2023:             3             72  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
2024:             1             72  com.skyline.action.CRateAction$$EnhancerBySpringCGLIB$$7699b68a
2025:             1             72  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
2026:             3             72  org.springframework.aop.aspectj.AspectJPointcutAdvisor
2027:             3             72  org.hibernate.engine.spi.EntityEntry$EnumState
2028:             3             72  ch.qos.logback.core.joran.action.PropertyAction
2029:             1             72  org.springframework.aop.aspectj.AspectJAfterReturningAdvice
2030:             1             72  [Lorg.apache.tomcat.util.net.jsse.openssl.KeyExchange;
2031:             1             72  org.springframework.aop.aspectj.AspectJAfterAdvice
2032:             1             72  org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo
2033:             3             72  org.apache.xmlbeans.impl.values.XmlStringImpl
2034:             1             72  org.springframework.web.servlet.view.RedirectView
2035:             3             72  org.hibernate.event.service.internal.PostCommitEventListenerGroupImpl
2036:             1             72  [Lorg.apache.tomcat.util.net.jsse.openssl.Encryption;
2037:             3             72  org.hibernate.engine.spi.RowSelection
2038:             1             72  org.springframework.beans.factory.support.ManagedMap
2039:             3             72  ch.qos.logback.core.joran.action.NOPAction
2040:             3             72  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
